FilePath,FileName,ClassName,Comment
C:\Users\simon\Documents\Code\thesis-code\commons-math-master\commons-math-legacy\src\test\java\org\apache\commons\math4\legacy\fitting\leastsquares\LevenbergMarquardtOptimizerTest.java,LevenbergMarquardtOptimizerTest.java,LevenbergMarquardtOptimizerTest,"""TODO why should this fail? It uses 15 evaluations."""
C:\Users\simon\Documents\Code\thesis-code\commons-math-master\commons-math-legacy\src\test\java\org\apache\commons\math4\legacy\fitting\leastsquares\LevenbergMarquardtOptimizerTest.java,LevenbergMarquardtOptimizerTest.java,LevenbergMarquardtOptimizerTest,"""TODO check it got the right answer"""
C:\Users\simon\Documents\Code\thesis-code\commons-math-master\commons-math-legacy\src\test\java\org\apache\commons\math4\legacy\ode\TestFieldProblem4.java,TestFieldProblem4.java,Stop,""" this sign change is needed because the state will be reset soon"""
C:\Users\simon\Documents\Code\thesis-code\commons-math-master\commons-math-legacy\src\test\java\org\apache\commons\math4\legacy\ode\TestFieldProblem4.java,TestFieldProblem4.java,Stop,""" this sign change is needed because the state will be reset soon"""
C:\Users\simon\Documents\Code\thesis-code\commons-math-master\commons-math-legacy\src\test\java\org\apache\commons\math4\legacy\ode\TestProblem4.java,TestProblem4.java,Stop,""" this sign change is needed because the state will be reset soon"""
C:\Users\simon\Documents\Code\thesis-code\commons-math-master\commons-math-legacy\src\test\java\org\apache\commons\math4\legacy\ode\TestProblem4.java,TestProblem4.java,Stop,""" this sign change is needed because the state will be reset soon"""
C:\Users\simon\Documents\Code\thesis-code\commons-math-master\commons-math-legacy\src\test\java\org\apache\commons\math4\legacy\optim\linear\SimplexSolverTest.java,SimplexSolverTest.java,SimplexSolverTest,"""
     * With no artificial variables needed (no equals and no greater than
     * constraints) we can go straight to Phase 2.
     """
C:\Users\simon\Documents\Code\thesis-code\commons-math-master\commons-math-legacy\src\test\java\org\apache\commons\math4\legacy\optim\nonlinear\scalar\noderiv\BOBYQAOptimizerTest.java,BOBYQAOptimizerTest.java,BOBYQAOptimizerTest,""" TODO: this test is temporarily disabled for 3.2 release as a bug in Cobertura"""
C:\Users\simon\Documents\Code\thesis-code\commons-math-master\commons-math-legacy\src\test\java\org\apache\commons\math4\legacy\optim\nonlinear\scalar\noderiv\BOBYQAOptimizerTest.java,BOBYQAOptimizerTest.java,BOBYQAOptimizerTest,""" TODO: this test is temporarily disabled for 3.2 release as a bug in Cobertura"""
C:\Users\simon\Documents\Code\thesis-code\commons-math-master\commons-math-legacy\src\test\java\org\apache\commons\math4\legacy\stat\descriptive\rank\PSquarePercentileTest.java,PSquarePercentileTest.java,PSquarePercentileTest,""" TODO: Correct this delta so the test does more than simply checking"""
C:\Users\simon\Documents\Code\thesis-code\commons-math-master\commons-math-legacy\src\test\java\org\apache\commons\math4\legacy\stat\descriptive\SummaryStatisticsTest.java,SummaryStatisticsTest.java,SumStat,"""FiXME: test all other NaN contract specs"""
C:\Users\simon\Documents\Code\thesis-code\commons-math-master\commons-math-legacy\src\test\java\org\apache\commons\math4\legacy\stat\regression\GLSMultipleLinearRegressionTest.java,GLSMultipleLinearRegressionTest.java,GLSMultipleLinearRegressionTest,""" TODO:  Should have assertRelativelyEquals(double[], double[], eps) in TestUtils"""
C:\Users\simon\Documents\Code\thesis-code\commons-math-master\commons-math-legacy\src\test\java\org\apache\commons\math4\legacy\stat\regression\SimpleRegressionTest.java,SimpleRegressionTest.java,SimpleRegressionTest,"""FIXME: get a real example to test against with alpha = .01"""
